                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                                    1514                  1.6504406528303520E-003                  2.1659652300630867E+002                  2.3356514806766793E+000                  4.1426321000000004E+004 
                                    1516                  1.6504480701232151E-003                  2.4637056795289189E+002                  2.3915888246810435E+000                  4.1478995999999999E+004 
                                    1518                  1.6504554802041561E-003                  3.0607239634381847E+002                  2.4858241637818232E+000                  4.1532445000000000E+004 
                                    1520                  1.6504611461904970E-003                  3.9634712212137231E+002                  2.5980757091262512E+000                  4.1588690000000002E+004 
                                    1522                  1.6504650087818002E-003                  5.0302374834486204E+002                  2.7015884890950153E+000                  4.1641910000000003E+004 
                                    1524                  1.6504681713844823E-003                  6.3247974614780026E+002                  2.8010466226904085E+000                  4.1693589000000000E+004 
                                    1526                  1.6504708492911530E-003                  7.7983115835623937E+002                  2.8920005835473259E+000                  4.1743673000000003E+004 
                                    1528                  1.6504732786384430E-003                  9.4966653032434033E+002                  2.9775711321687535E+000                  4.1791434000000001E+004 
                                    1530                  1.6504755881491761E-003                  1.1486195355917641E+003                  3.0601761984396227E+000                  4.1837195000000000E+004 
                                    1532                  1.6504778445083632E-003                  1.3833500462009606E+003                  3.1409320889290626E+000                  4.1881400000000001E+004 
                                    1534                  1.6504807402754221E-003                  1.7490966786005442E+003                  3.2428138150946455E+000                  4.1924264000000003E+004 
                                    1536                  1.6504847809249740E-003                  2.3884662796938378E+003                  3.3781191143042082E+000                  4.1959860999999997E+004 
                                    1538                  1.6504875948282480E-003                  2.9282488180456285E+003                  3.4666079766599385E+000                  4.1995531999999999E+004 
                                    1540                  1.6504909434897209E-003                  3.6681427941417810E+003                  3.5644462336230509E+000                  4.2031035000000003E+004 
                                    1542                  1.6504919807248605E-003                  3.9218909964231898E+003                  3.5934955188805207E+000                  4.2176639999999999E+004 
                                    1544                  1.6504930179600001E-003                  4.1855811552328469E+003                  3.6217557669859040E+000                  4.2212184000000001E+004 
                                    1546                  1.6504945738127096E-003                  4.5976069935452861E+003                  3.6625318447433148E+000                  4.2247606000000000E+004 
                                    1548                  1.6504993442181489E-003                  5.9534863046029768E+003                  3.7747713589131768E+000                  4.2285692000000003E+004 
                                    1550                  1.6505023636655279E-003                  6.8857592967793043E+003                  3.8379518371447769E+000                  4.2367963000000003E+004 
                                    1552                  1.6505040890640304E-003                  7.4401163775278228E+003                  3.8715797287881988E+000                  4.2403275000000001E+004 
                                    1554                  1.6505066771617838E-003                  8.2745230123974707E+003                  3.9177429681209519E+000                  4.2443798999999999E+004 
                                    1556                  1.6505144119175466E-003                  1.0648098309280467E+004                  4.0272720521380059E+000                  4.2484767000000000E+004 
                                    1558                  1.6505227367249705E-003                  1.2992312469170991E+004                  4.1136864569405764E+000                  4.2527131999999998E+004 
                                    1560                  1.6505343154617240E-003                  1.5712613867050870E+004                  4.1962484379750116E+000                  4.2570589999999997E+004 
                                    1562                  1.6505546884056309E-003                  1.9281924618061705E+004                  4.2851503806709355E+000                  4.2613161000000000E+004 
                                    1564                  1.6505815761901326E-003                  2.3217174435337056E+004                  4.3658093643340816E+000                  4.2657366000000002E+004 
                                    1566                  1.6506158753522725E-003                  2.8197155148709728E+004                  4.4502052939384757E+000                  4.2700873000000000E+004 
                                    1568                  1.6506544293947705E-003                  3.3289185533928292E+004                  4.5223031696701028E+000                  4.2752898000000001E+004 
                                    1570                  1.6507249065130206E-003                  3.7554966840534129E+004                  4.5746673828525219E+000                  4.2827423999999999E+004 
                                    1572                  1.6508026332149250E-003                  3.6406405901452912E+004                  4.5611778068051052E+000                  4.2897580999999998E+004 
                                    1574                  1.6508523783041436E-003                  3.4114641912800311E+004                  4.5329408170313998E+000                  4.2967326000000001E+004 
                                    1576                  1.6508842151612437E-003                  3.2393686609487238E+004                  4.5104603763228512E+000                  4.3035029999999999E+004 
                                    1578                  1.6509045907497875E-003                  3.1270417088844079E+004                  4.4951336739572092E+000                  4.3097582000000002E+004 
                                    1580                  1.6509187314518235E-003                  3.0499807133065213E+004                  4.4842970930743151E+000                  4.3159133000000002E+004 
                                    1582                  1.6509378366713042E-003                  2.9492173660260189E+004                  4.4697067825167878E+000                  4.3213879999999997E+004 
                                    1584                  1.6509695247205463E-003                  2.7957567078422631E+004                  4.4464993755719089E+000                  4.3257618000000002E+004 
                                    1586                  1.6509918892882254E-003                  2.6978848751972917E+004                  4.4310234134110162E+000                  4.3295519999999997E+004 
                                    1588                  1.6510397951602879E-003                  2.5241493887646324E+004                  4.4021150545325618E+000                  4.3335159000000000E+004 
                                    1590                  1.6510826159069347E-003                  2.3995604408701070E+004                  4.3801316935498651E+000                  4.3374311999999998E+004 
                                    1592                  1.6511697372958017E-003                  2.2189028080490614E+004                  4.3461382797658521E+000                  4.3412432999999997E+004 
                                    1594                  1.6512797707874062E-003                  2.0598904135456592E+004                  4.3138441164573278E+000                  4.3452279999999999E+004 
                                    1596                  1.6515233889627375E-003                  1.8071728200066755E+004                  4.2569996861449946E+000                  4.3494334000000003E+004 
                                    1598                  1.6518653713028970E-003                  1.5298435873287723E+004                  4.1846470304042214E+000                  4.3573006999999998E+004 
                                    1600                  1.6519698066977484E-003                  1.4498040137323116E+004                  4.1613092977471453E+000                  4.3610542000000001E+004 
                                    1602                  1.6519928761924907E-003                  1.4322994702947723E+004                  4.1560338313091538E+000                  4.3781692999999999E+004 
                                    1604                  1.6520116886232980E-003                  1.4179501778530626E+004                  4.1516609714227721E+000                  4.3861731000000000E+004 
                                    1606                  1.6520364961362323E-003                  1.3986358550979401E+004                  4.1457046575175376E+000                  4.3901870999999999E+004 
                                    1608                  1.6521137101124319E-003                  1.3379826086709312E+004                  4.1264504684337959E+000                  4.3939485999999997E+004 
                                    1610                  1.6521582650383245E-003                  1.3028901539792218E+004                  4.1149078021042644E+000                  4.4054207999999999E+004 
                                    1612                  1.6521731166802887E-003                  1.2912258858366513E+004                  4.1110022239790860E+000                  4.4091775000000001E+004 
                                    1614                  1.6521953941432352E-003                  1.2729489550224476E+004                  4.1048109888880999E+000                  4.4129184000000001E+004 
                                    1616                  1.6522656955631253E-003                  1.2140868813137125E+004                  4.0842497664138842E+000                  4.4166622000000003E+004 
                                    1618                  1.6523241568789100E-003                  1.1659731773223004E+004                  4.0666885597927180E+000                  4.4203978000000003E+004 
                                    1620                  1.6524428490395369E-003                  1.0733595440534695E+004                  4.0307452222856117E+000                  4.4241667999999998E+004 
                                    1622                  1.6526044208212908E-003                  9.5520399087006463E+003                  3.9800961282840648E+000                  4.4279031000000003E+004 
                                    1624                  1.6527078267616132E-003                  8.8045844666631219E+003                  3.9447088642108832E+000                  4.4316548000000003E+004 
                                    1626                  1.6527740065634196E-003                  8.3387014535001672E+003                  3.9210984252794834E+000                  4.4372938000000002E+004 
                                    1628                  1.6528234435602184E-003                  7.9987483006030643E+003                  3.9030220309078816E+000                  4.4410411000000000E+004 
                                    1630                  1.6528764119981465E-003                  7.6470086909343172E+003                  3.8834915837710757E+000                  4.4447989000000001E+004 
                                    1632                  1.6530000211177700E-003                  6.8901038821639886E+003                  3.8382257698191617E+000                  4.4485536999999997E+004 
                                    1634                  1.6531507814685111E-003                  6.0608065887649227E+003                  3.7825304251133969E+000                  4.4523152999999998E+004 
                                    1636                  1.6532472680929854E-003                  5.5660492357260646E+003                  3.7455470436634153E+000                  4.4560680000000000E+004 
                                    1638                  1.6533312104617553E-003                  5.1612429579912532E+003                  3.7127543033310264E+000                  4.4598262999999999E+004 
                                    1640                  1.6534613550843015E-003                  4.5972210834600573E+003                  3.6624953897668386E+000                  4.4638430000000000E+004 
                                    1640                  1.6534164064733422E-003                  4.7865188222138386E+003                  3.6800197710456053E+000                  4.4816262999999999E+004 
                                    1642                  1.6534421933603535E-003                  4.6765059067176699E+003                  3.6699214872227173E+000                  4.4853972000000002E+004 
                                    1644                  1.6534679802473647E-003                  4.5640951195738971E+003                  3.6593546869020916E+000                  4.4894373000000000E+004 
                                    1646                  1.6535344612746464E-003                  4.2891802513500907E+003                  3.6323742977013684E+000                  4.4931828000000001E+004 
                                    1648                  1.6536766318118142E-003                  3.7755538585292120E+003                  3.5769806698881665E+000                  4.4977883000000002E+004 
                                    1650                  1.6538044693312286E-003                  3.3635699657863815E+003                  3.5268004658939263E+000                  4.5036150999999998E+004 
                                    1652                  1.6539261757016351E-003                  3.0097221122380947E+003                  3.4785263990181474E+000                  4.5073555999999997E+004 
                                    1654                  1.6541138159170393E-003                  2.5328934241199008E+003                  3.4036169164820658E+000                  4.5116326000000001E+004 
                                    1656                  1.6542033059423647E-003                  2.3292406544475962E+003                  3.3672143616558792E+000                  4.5179521000000001E+004 
                                    1658                  1.6542927959676901E-003                  2.1425924995360542E+003                  3.3309395802666124E+000                  4.5217123000000000E+004 
                                    1660                  1.6544050116923813E-003                  1.9288175281880112E+003                  3.2852911440516563E+000                  4.5282381999999998E+004 
                                    1662                  1.6544798221755088E-003                  1.7953441433858532E+003                  3.2541477093198234E+000                  4.5319627999999997E+004 
                                    1664                  1.6545920379002000E-003                  1.6174354814786395E+003                  3.2088269659424991E+000                  4.5356739999999998E+004 
                                    1666                  1.6549064853095914E-003                  1.2431511226941727E+003                  3.0945239265199804E+000                  4.5393726999999999E+004 
                                    1668                  1.6550693522572487E-003                  1.0970129752716141E+003                  3.0402117643618922E+000                  4.5566911000000000E+004 
                                    1670                  1.6551313638435445E-003                  1.0466053215016418E+003                  3.0197829385948589E+000                  4.5603819000000003E+004 
                                    1672                  1.6552243812229881E-003                  9.7894667664292501E+002                  2.9907590363685785E+000                  4.5640841000000000E+004 
                                    1674                  1.6555964507407627E-003                  7.8339295481838417E+002                  2.8939796615477444E+000                  4.5677792999999998E+004 
                                    1676                  1.6560935780411100E-003                  6.1741718300934031E+002                  2.7905787119330796E+000                  4.5714784000000000E+004 
                                    1678                  1.6565938227566801E-003                  5.0669483519429110E+002                  2.7047464774936483E+000                  4.5751811999999998E+004 
                                    1680                  1.6572658651438582E-003                  4.0642781040547408E+002                  2.6089834175150441E+000                  4.5788762000000002E+004 
                                    1682                  1.6579756812942371E-003                  3.3380738237438266E+002                  2.5234959371634935E+000                  4.5826002999999997E+004 
                                    1684                  1.6589132786125670E-003                  2.6812996395568462E+002                  2.4283453498033225E+000                  4.5863521999999997E+004 
                                    1686                  1.6598787389388353E-003                  2.2108863648421382E+002                  2.3445664212805397E+000                  4.5900883999999998E+004 
                                    1688                  1.6611369692773451E-003                  1.7916656882398891E+002                  2.2532569767002779E+000                  4.5938805999999997E+004 
                                    1690                  1.6624235554015660E-003                  1.4952141815177481E+002                  2.1747034075024603E+000                  4.5976820000000000E+004 
                                    1692                  1.6641098681118651E-003                  1.2261416949641162E+002                  2.0885406608718036E+000                  4.6014781999999999E+004 
                                    1694                  1.6658245119049540E-003                  1.0322517248367625E+002                  2.0137856172299191E+000                  4.6052264999999999E+004 
                                    1696                  1.6680870339035930E-003                  8.5106935154972575E+001                  1.9299649511165062E+000                  4.6090088000000003E+004 
                                    1698                  1.6704038247706244E-003                  7.1894836208724925E+001                  1.8566976986361334E+000                  4.6127498000000000E+004 
                                    1700                  1.6735333520108764E-003                  5.9669769775778306E+001                  1.7757543622063909E+000                  4.6164843000000001E+004 
                                    1702                  1.6768895734697504E-003                  5.1014609022540498E+001                  1.7076945625555133E+000                  4.6196680000000000E+004 
                                    1704                  1.6815658844461783E-003                  4.3681834325637723E+001                  1.6403008673518020E+000                  4.6228453999999998E+004 
                                    1706                  1.6884942223614580E-003                  3.7506318827102497E+001                  1.5741044410761011E+000                  4.6268197000000000E+004 
                                    1708                  1.6977002803836754E-003                  3.4309524052036323E+001                  1.5354146934858441E+000                  4.6305154000000002E+004 
                                    1710                  1.7029181162488347E-003                  3.3638816490206125E+001                  1.5268407076724113E+000                  4.6395927000000003E+004 
                                    1712                  1.7068314931477039E-003                  3.3352430064507736E+001                  1.5231274821853547E+000                  4.6444951999999997E+004 
                                    1714                  1.7094404110802835E-003                  3.3093263853134751E+001                  1.5197396019590088E+000                  4.6484605000000003E+004 
                                    1716                  1.7133537879791530E-003                  3.2937803787389207E+001                  1.5176946380997987E+000                  4.6519241999999998E+004 
                                    1718                  1.7290072955746306E-003                  3.3674281796758471E+001                  1.5272983418848263E+000                  4.6556084000000003E+004 
                                    1720                  1.7333768294178851E-003                  3.4048916555600236E+001                  1.5321032971178072E+000                  4.6633659000000000E+004 
                                    1722                  1.7341050850584276E-003                  3.4091390885022037E+001                  1.5326447202481799E+000                  4.6697563000000002E+004 
                                    1724                  1.7348333406989702E-003                  3.4071534868647397E+001                  1.5323916982866765E+000                  4.6729091999999997E+004 
                                    1726                  1.7370181076205974E-003                  3.3911713611254910E+001                  1.5303497359033804E+000                  4.6760489000000001E+004 
                                    1728                  1.7457571753071062E-003                  3.4410349685381952E+001                  1.5366890860373825E+000                  4.6797404000000002E+004 
                                    1730                  1.7640733379740896E-003                  3.6214666211074089E+001                  1.5588844866827596E+000                  4.6848254000000001E+004 
                                    1732                  1.7774014828106995E-003                  3.7363806146333921E+001                  1.5724511101746144E+000                  4.6885328999999998E+004 
                                    1734                  1.7895397331855155E-003                  3.8756200649061782E+001                  1.5883411956743179E+000                  4.6922889000000003E+004 
                                    1736                  1.8069853677633281E-003                  4.0423365795396251E+001                  1.6066324716115210E+000                  4.6968934000000001E+004 
                                    1738                  1.8200695936966876E-003                  4.2172100964274030E+001                  1.6250252375921039E+000                  4.7027946000000004E+004 
                                    1740                  1.8272273227038398E-003                  4.2991016873537333E+001                  1.6333777176767446E+000                  4.7071031000000003E+004 
                                    1742                  1.8379639162145679E-003                  4.4491659595793607E+001                  1.6482786057896870E+000                  4.7108728000000003E+004 
                                    1744                  1.8440367352922423E-003                  4.5483843547269885E+001                  1.6578571570016305E+000                  4.7294582000000002E+004 
                                    1746                  1.8501095543699165E-003                  4.6698559611917510E+001                  1.6693034852289961E+000                  4.7332000999999997E+004 
                                    1748                  1.8555876165598103E-003                  4.7950759483663042E+001                  1.6807954902752289E+000                  4.7408173999999999E+004 
                                    1750                  1.8566356047203562E-003                  4.8172773327332997E+001                  1.6828016495547595E+000                  4.7473709999999999E+004 
                                    1752                  1.8576835928809021E-003                  4.8302080352664710E+001                  1.6839658360563985E+000                  4.7511192999999999E+004 
                                    1754                  1.8608275573625392E-003                  4.8650988746790190E+001                  1.6870916709745962E+000                  4.7548695000000000E+004 
                                    1756                  1.8734034152890879E-003                  5.2081600819644933E+001                  1.7166843245703829E+000                  4.7586137999999999E+004 
                                    1758                  1.8826906404499221E-003                  5.5032350683054460E+001                  1.7406180639082949E+000                  4.7637582999999999E+004 
                                    1760                  1.8919778656107564E-003                  5.9691406204736559E+001                  1.7759118100822249E+000                  4.7675239000000001E+004 
                                    1762                  1.8985052192482365E-003                  6.4432063346215813E+001                  1.8091020392390587E+000                  4.7783930000000000E+004 
                                    1764                  1.8992458423406939E-003                  6.4937149455107900E+001                  1.8124932204912705E+000                  4.7865076999999997E+004 
                                    1766                  1.8995420915776770E-003                  6.5132091118132720E+001                  1.8137950217713075E+000                  4.7902536999999997E+004 
                                    1768                  1.8999864654331516E-003                  6.5383786857449891E+001                  1.8154700701701307E+000                  4.7934519000000000E+004 
                                    1770                  1.9017639608550491E-003                  6.6238430512755187E+001                  1.8211100335031960E+000                  4.7972019000000000E+004 
                                    1772                  1.9088739425426392E-003                  7.6728376836522600E+001                  1.8849560109415420E+000                  4.8009516000000003E+004 
                                    1774                  1.9132962435638903E-003                  9.5969179789960904E+001                  1.9821317830791036E+000                  4.8079171999999999E+004 
                                    1774                  1.9123486076307651E-003                  9.0130093744933816E+001                  1.9548698227794070E+000                  4.8140762000000002E+004 
                                    1776                  1.9129803649195151E-003                  9.3173995868876446E+001                  1.9692947210829106E+000                  4.8178072999999997E+004 
                                    1778                  1.9134541828860776E-003                  9.5819845953049850E+001                  1.9814554683193069E+000                  4.8230873000000000E+004 
                                    1780                  1.9137700615304526E-003                  9.7677570564305000E+001                  1.9897948493025357E+000                  4.8268311000000002E+004 
                                    1782                  1.9142438794970151E-003                  1.0035487189763440E+002                  2.0015384608982396E+000                  4.8305900999999998E+004 
                                    1784                  1.9155073940745157E-003                  1.1028145514098613E+002                  2.0425024878973863E+000                  4.8379631999999998E+004 
                                    1786                  1.9164550300076410E-003                  1.2766948076543004E+002                  2.1060870921008794E+000                  4.8428084999999999E+004 
                                    1788                  1.9167709086520160E-003                  1.3846570417688076E+002                  2.1413422186629347E+000                  4.8555550000000003E+004 
                                    1790                  1.9169288479742035E-003                  1.4671996218050606E+002                  2.1664892063793832E+000                  4.8638082000000002E+004 
                                    1792                  1.9170473024658441E-003                  1.5687947556394451E+002                  2.1955661288490078E+000                  4.8686468999999997E+004 
                                    1794                  1.9171065297116643E-003                  1.6636908291276129E+002                  2.2210726226282809E+000                  4.8739946000000004E+004 
                                    1796                  1.9171233954387811E-003                  1.7040080771845510E+002                  2.2314716490388768E+000                  4.8799732000000004E+004 
                                    1798                  1.9171392755094681E-003                  1.7586933643250546E+002                  2.2451901249661006E+000                  4.8851502000000000E+004 
                                    1800                  1.9171528706540212E-003                  1.8325130897911097E+002                  2.2630470855253044E+000                  4.8904610000000001E+004 
                                    1802                  1.9171634313760637E-003                  1.9309894937408433E+002                  2.2857799108468257E+000                  4.8958411999999997E+004 
                                    1804                  1.9171738021078811E-003                  2.1105329295037700E+002                  2.3243921326051922E+000                  4.9013737000000001E+004 
                                    1806                  1.9171838855915524E-003                  2.4802245679479196E+002                  2.3944910051024961E+000                  4.9069726000000002E+004 
                                    1808                  1.9171922764428435E-003                  3.2065078457810779E+002                  2.5060323068995261E+000                  4.9126887000000002E+004 
                                    1810                  1.9171979103394391E-003                  4.1638940904339103E+002                  2.6194996746028867E+000                  4.9182574999999997E+004 
                                    1812                  1.9172022062251600E-003                  5.3409271832690251E+002                  2.7276166569580855E+000                  4.9242089000000000E+004 
                                    1814                  1.9172056080822731E-003                  6.7013840447787209E+002                  2.8261645073179364E+000                  4.9294743000000002E+004 
                                    1816                  1.9172085032532090E-003                  8.2834159901490079E+002                  2.9182094720180789E+000                  4.9347961000000003E+004 
                                    1818                  1.9172111027110569E-003                  1.0130593917373147E+003                  3.0056349071052804E+000                  4.9398885999999999E+004 
                                    1820                  1.9172135330666762E-003                  1.2290920126251390E+003                  3.0895843963767353E+000                  4.9448970999999998E+004 
                                    1822                  1.9172158788146691E-003                  1.4821775869035916E+003                  3.1709002416944174E+000                  4.9497040000000001E+004 
                                    1824                  1.9172189076904324E-003                  1.8782502853355459E+003                  3.2737534634879131E+000                  4.9544358999999997E+004 
                                    1826                  1.9172232041570056E-003                  2.5793981445660079E+003                  3.4115183831004665E+000                  4.9583199000000001E+004 
                                    1828                  1.9172261660204213E-003                  3.1634821944836835E+003                  3.5001653943952160E+000                  4.9624881999999998E+004 
                                    1830                  1.9172294819232464E-003                  3.9106870553338495E+003                  3.5922530638223762E+000                  4.9663957999999999E+004 
                                    1832                  1.9172342948619401E-003                  5.1517331663011400E+003                  3.7119533606786068E+000                  4.9732563000000002E+004 
                                    1834                  1.9172377676360882E-003                  6.1516779808911051E+003                  3.7889935935712744E+000                  4.9771940000000002E+004 
                                    1836                  1.9172403171874436E-003                  6.9268245868618606E+003                  3.8405341898134617E+000                  4.9811762000000002E+004 
                                    1838                  1.9172441673799465E-003                  8.1179839138282350E+003                  3.9094481864069186E+000                  4.9947942999999999E+004 
                                    1840                  1.9172526766392608E-003                  1.0638353816862011E+004                  4.0268744302556154E+000                  4.9996826999999997E+004 
                                    1842                  1.9172599539666300E-003                  1.2656257618235359E+004                  4.1023053063115782E+000                  5.0041430000000000E+004 
                                    1844                  1.9172723353642538E-003                  1.5495269088122843E+004                  4.1901991225225217E+000                  5.0089978000000003E+004 
                                    1846                  1.9172874237185196E-003                  1.8232561291805629E+004                  4.2608476821910601E+000                  5.0139036999999997E+004 
                                    1848                  1.9173188203231648E-003                  2.2792801879018381E+004                  4.3577977155183101E+000                  5.0187044999999998E+004 
                                    1850                  1.9173508844044921E-003                  2.7407686313882143E+004                  4.4378723750679603E+000                  5.0233811000000002E+004 
                                    1852                  1.9173897368857716E-003                  3.2575685427158816E+004                  4.5128935624997739E+000                  5.0290275000000001E+004 
                                    1854                  1.9174457969908445E-003                  3.6847040452984053E+004                  4.5664026111488090E+000                  5.0366563999999998E+004 
                                    1856                  1.9175595559467781E-003                  3.5049070514019411E+004                  4.5446765051561746E+000                  5.0444555999999997E+004 
                                    1858                  1.9176575366619060E-003                  3.0366340774654149E+004                  4.4823924614236255E+000                  5.0523514999999999E+004 
                                    1860                  1.9177202443195875E-003                  2.7523280691512762E+004                  4.4397001992328899E+000                  5.0577220999999998E+004 
                                    1862                  1.9177603772205037E-003                  2.5947172253149329E+004                  4.4140900349486607E+000                  5.0618311999999998E+004 
                                    1864                  1.9177867314044026E-003                  2.5028879244476957E+004                  4.3984414029906933E+000                  5.0659245000000003E+004 
                                    1866                  1.9178196867829450E-003                  2.4026922454925923E+004                  4.3806981467324011E+000                  5.0700317000000003E+004 
                                    1868                  1.9178746771369025E-003                  2.2672784314645538E+004                  4.3555048566168200E+000                  5.0740813000000002E+004 
                                    1870                  1.9179340632514055E-003                  2.1524806159573120E+004                  4.3329392491288594E+000                  5.0781665000000001E+004 
                                    1872                  1.9180332091026614E-003                  2.0072339199041515E+004                  4.3025979874370481E+000                  5.0822370000000003E+004 
                                    1874                  1.9182121258567071E-003                  1.8123835079669225E+004                  4.2582501016027399E+000                  5.0862889999999999E+004 
                                    1876                  1.9184559312072831E-003                  1.6000788489083103E+004                  4.2041413844071975E+000                  5.0906233000000000E+004 
                                    1878                  1.9187886999247432E-003                  1.3562393838361671E+004                  4.1323363517017899E+000                  5.0958822000000000E+004 
                                    1878                  1.9186703821585350E-003                  1.4398360639118040E+004                  4.1583130472400667E+000                  5.1001675000000003E+004 
                                    1880                  1.9187129765543699E-003                  1.4089956752475631E+004                  4.1489096600937412E+000                  5.1042355000000003E+004 
                                    1882                  1.9187366401076113E-003                  1.3914913548749397E+004                  4.1434805124725962E+000                  5.1234267999999996E+004 
                                    1884                  1.9187650363715013E-003                  1.3708355895228837E+004                  4.1369853710224644E+000                  5.1274839999999997E+004 
                                    1886                  1.9188466740984434E-003                  1.3103243780018985E+004                  4.1173788209516227E+000                  5.1318394000000000E+004 
                                    1888                  1.9188782731676306E-003                  1.2865968434341779E+004                  4.1094424815577426E+000                  5.1423027999999998E+004 
                                    1890                  1.9189064504726004E-003                  1.2648661662577681E+004                  4.1020445758433732E+000                  5.1470069000000003E+004 
                                    1892                  1.9189732314759290E-003                  1.2111363195923019E+004                  4.0831930279612143E+000                  5.1510750999999997E+004 
                                    1894                  1.9190864306225313E-003                  1.1242013697057922E+004                  4.0508441100934647E+000                  5.1554313000000002E+004 
                                    1896                  1.9191588780763569E-003                  1.0691652742971082E+004                  4.0290448447477463E+000                  5.1594805000000000E+004 
                                    1898                  1.9192087139490905E-003                  1.0299787135674072E+004                  4.0128282492918297E+000                  5.1635184000000001E+004 
                                    1900                  1.9192783131597396E-003                  9.7670871609763890E+003                  3.9897650633573756E+000                  5.1744891000000003E+004 
                                    1902                  1.9193236684711408E-003                  9.4294028408708164E+003                  3.9744841899667582E+000                  5.1785410000000003E+004 
                                    1904                  1.9193866729657416E-003                  8.9690399807483082E+003                  3.9527459599475185E+000                  5.1825898000000001E+004 
                                    1906                  1.9194472825817468E-003                  8.5442150115334807E+003                  3.9316721686577503E+000                  5.1866351000000002E+004 
                                    1908                  1.9195573593745294E-003                  7.8240762397005337E+003                  3.8934330736711509E+000                  5.1909790000000001E+004 
                                    1910                  1.9196485644807143E-003                  7.2587954073124865E+003                  3.8608645557740919E+000                  5.1950273000000001E+004 
                                    1912                  1.9197135718634233E-003                  6.8694280843785318E+003                  3.8369205812898723E+000                  5.2000224000000002E+004 
                                    1914                  1.9197775294391595E-003                  6.5031992747819550E+003                  3.8131270621137276E+000                  5.2040892000000000E+004 
                                    1916                  1.9198810299712198E-003                  5.9556341582809728E+003                  3.7749280121292244E+000                  5.2081595000000001E+004 
                                    1918                  1.9199591988881598E-003                  5.5637022506748053E+003                  3.7453638800639002E+000                  5.2125110999999997E+004 
                                    1920                  1.9200818955440377E-003                  5.0069959198887800E+003                  3.6995772375002649E+000                  5.2168457999999999E+004 
                                    1922                  1.9201848236996071E-003                  4.5793874922443347E+003                  3.6608073936092453E+000                  5.2214656000000003E+004 
                                    1924                  1.9203477328075941E-003                  3.9834276723532457E+003                  3.6002569360282473E+000                  5.2273000999999997E+004 
                                    1926                  1.9204900286839577E-003                  3.5179775555820847E+003                  3.5462930643659152E+000                  5.2319277999999998E+004 
                                    1928                  1.9206172955433022E-003                  3.1459228648070607E+003                  3.4977480699085843E+000                  5.2359487000000001E+004 
                                    1930                  1.9207988599440420E-003                  2.6807186720450622E+003                  3.4282512393505571E+000                  5.2399790999999997E+004 
                                    1930                  1.9207370776707486E-003                  2.8319191479430028E+003                  3.4520808499699025E+000                  5.2491646000000001E+004 
                                    1932                  1.9207749037025970E-003                  2.7380758528228848E+003                  3.4374454752099903E+000                  5.2531839999999997E+004 
                                    1934                  1.9208127297344454E-003                  2.6441588840839481E+003                  3.4222875477908130E+000                  5.2578048999999999E+004 
                                    1936                  1.9209262078299905E-003                  2.3840379895047072E+003                  3.3773131715802838E+000                  5.2618423999999999E+004 
                                    1938                  1.9210018598936874E-003                  2.2256997923076578E+003                  3.3474665852742067E+000                  5.2684680000000000E+004 
                                    1940                  1.9210775119573842E-003                  2.0763264834711294E+003                  3.3172956434065588E+000                  5.2724817000000003E+004 
                                    1942                  1.9213044681484748E-003                  1.6996790307289359E+003                  3.2303669164699058E+000                  5.2764570000000000E+004 
