                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups                             elapsed_time 
                                     180                  3.1640648854581842E-004                  1.4000000000012141E+000                 -8.6095267492175669E+000                  2.2162776650712367E+001                 -8.3343386087153490E+000                                      676                  0.0000000000000000E+000                  1.0000000000000000E+000                  8.9330102630836872E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  8.9330102630836872E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024151E+033                  2.7848800000024151E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000004100E+000                  1.3999999999999999E+000                  3.7498526854094703E+000                  3.0521234015498635E+000                  6.8843368028871401E+000                  6.8847191847353306E+000                  7.3855179495804126E+000                  8.1767963030664498E+004                  4.9125831789241605E+000                 -4.7914854732461194E+000                  1.4266525169328954E+001                  1.8472478481728753E+014                  8.8028304447576637E+000                  6.6082981920679131E+000                  2.3235502629150254E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  1.8165829308837190E-011                  1.7579476235960535E-007                  6.0810405344182272E-013                  3.4305971467596614E-013                 -3.9989271777216637E+000                  3.7498526776647729E+000                  3.0521234015498635E+000                  5.7586435810489849E-005                                       38                                        8                  4.8720370000000003E+003 
                                     190                  3.1643995781338087E-004                  1.4000000000012141E+000                 -8.3853530564803318E+000                  2.2162766466899740E+001                 -8.2401192936707055E+000                                      677                  0.0000000000000000E+000                  1.0000000000000000E+000                  8.9014159707213047E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  8.9014159707213047E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024151E+033                  2.7848800000024151E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012141E+000                  1.3999999999999999E+000                  3.7758109709505945E+000                  3.0388014082440105E+000                  6.7745045007313207E+000                  6.7750196124393343E+000                  7.3828816133091122E+000                  7.9804858408143889E+004                  4.9020293313960934E+000                 -4.7914897244675494E+000                  1.4266534907858622E+001                  1.8472892709411181E+014                  8.9035223496801734E+000                  6.5845148081695131E+000                  2.3235485244872663E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288514E+002                  1.8415460786636031E-011                  1.9152962262361202E-007                  5.7906611125409217E-013                  3.3522326338241610E-013                 -4.0405473425605907E+000                  3.7758109643219306E+000                  3.0388014082440105E+000                  4.3949393581490101E-005                                       38                                        8                  5.4426779999999999E+003 
                                     200                  3.1646999676676716E-004                  1.4000000000012138E+000                 -8.7292995134897122E+000                  2.2162758905849600E+001                 -8.4734997265852829E+000                                      666                  0.0000000000000000E+000                  1.0000000000000000E+000                  8.9345338818956099E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  8.9345338818956099E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024145E+033                  2.7848800000024145E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012138E+000                  1.3999999999999999E+000                  3.7457542868523341E+000                  3.0288193606215219E+000                  6.6857725219544495E+000                  6.6863664137452181E+000                  7.3820310089988386E+000                  7.9160496540378619E+004                  4.8985085096888570E+000                 -4.7915489267006244E+000                  1.4266670527978247E+001                  1.8478662267250831E+014                  8.9532002795723553E+000                  6.5685732905074934E+000                  2.3235468610027038E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  1.8884635211278146E-011                  1.8920824388989281E-007                  5.5511325811994164E-013                  3.2838331665911633E-013                 -4.0745755640841352E+000                  3.7457542802840118E+000                  3.0288193606215219E+000                  5.8252957168593880E-005                                       39                                        8                  6.0560959999999995E+003 
                                     210                  3.1650806199449142E-004                  1.4000000000012138E+000                 -8.1348005942302919E+000                  2.2162757170408312E+001                 -8.5228787452803374E+000                                      675                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.0193673715768496E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.0193673715768496E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024145E+033                  2.7848800000024145E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012138E+000                  1.3999999999999999E+000                  3.6482913486206270E+000                  3.0124973712692742E+000                  6.5995962856241936E+000                  6.6001940775329020E+000                  7.3656520094557969E+000                  6.8054813910693440E+004                  4.8328588507870638E+000                 -4.7916157570654354E+000                  1.4266823627036773E+001                  1.8485177580312994E+014                  8.9882088421808497E+000                  6.5552226325926428E+000                  2.3235465848866273E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  5.9278568722590816E-007                  1.7937122447809809E-006                  5.2950272267965768E-013                  3.2004945288926051E-013                 -4.1050442758206938E+000                  3.6482913409567468E+000                  3.0124973712692742E+000                 -8.0476914844404940E-007                                       39                                        8                  6.6206430000000000E+003 
                                     220                  3.1652838072776388E-004                  1.4000000000012138E+000                 -9.2142689910105116E+000                  2.2162760790517464E+001                 -8.5228787452803374E+000                                      689                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.1129947624853225E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.1129947624853225E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024145E+033                  2.7848800000024145E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012138E+000                  1.3999999999999999E+000                  3.6113048244092605E+000                  3.0019516709872187E+000                  6.5686999443594614E+000                  6.5692963642146909E+000                  7.3546542937438515E+000                  6.1491267202706651E+004                  4.7888134430116711E+000                 -4.7916430295292418E+000                  1.4266886105812679E+001                  1.8487837099131416E+014                  8.9994754558326591E+000                  6.5505053449849910E+000                  2.3235470505764447E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  5.6630360665443508E-006                  1.5538198420167208E-005                  5.1789551927444743E-013                  3.1580560191303352E-013                 -4.1230683954388434E+000                  3.6113048164033432E+000                  3.0019516709872187E+000                 -5.6736572161943061E-008                                       42                                        8                  7.5003010000000004E+003 
                                     230                  3.1665677040910214E-004                  1.4000000000012145E+000                 -7.3042823374384804E+000                  2.2162783664506570E+001                 -8.5228787452803374E+000                                      685                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.2534464968553543E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.2534464968553543E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024156E+033                  2.7848800000024156E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012145E+000                  1.3999999999999999E+000                  3.4979424590524526E+000                  2.9288527977770271E+000                  6.4479491949398406E+000                  6.4485674615153759E+000                  7.3175502337157701E+000                  4.3651379880268592E+004                  4.6399979769056037E+000                 -4.7918426425261123E+000                  1.4267343425341570E+001                  1.8507315361965084E+014                  9.0197785203031007E+000                  6.5414517973239787E+000                  2.3235504967060688E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  2.1149371066896842E-007                  7.1696932305202410E-007                  4.6447793167146738E-013                  2.9229722214172949E-013                 -4.2295717586468893E+000                  3.4979424509190911E+000                  2.9288527977770271E+000                  1.3038802569105570E-008                                       42                                        8                  8.1743559999999998E+003 
                                     240                  3.1781923788368270E-004                  1.4000000000012178E+000                 -6.9381727524185148E+000                  2.2162990715649766E+001                 -8.5228787452803374E+000                                      690                  0.0000000000000000E+000                  9.9999999916994387E-001                  9.9989856466485372E-001                  9.9982190388875070E-001                  9.9977508194960973E-001                  9.9999999916994387E-001                  9.9989856466485372E-001                  9.9982190388875070E-001                  9.9977508194960973E-001                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024226E+033                  2.7848800000024226E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012172E+000                  1.3999999999999999E+000                  2.8258213474153977E+000                  2.4556427413150548E+000                  5.4165033360580024E+000                  5.4180902420978629E+000                  7.2074697298737522E+000                  1.5804646721018380E+004                  4.1987847925623720E+000                 -4.7922882270136915E+000                  1.4268364425670955E+001                  1.8550876136827216E+014                  8.9379900794739111E+000                  6.5740730641114435E+000                  2.3235821869824946E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  7.2570150333801161E-004                  5.8682532032954104E-003                  2.4357952866429666E-013                  1.9047404584746945E-013                 -4.8199840073106488E+000                  2.8258213375983940E+000                  2.4556427413150548E+000                 -4.8618835830220609E-010                                       42                                        8                  8.8868480000000000E+003 
                                     250                  3.1821846575604728E-004                  1.4000000000012192E+000                 -7.2510626883619400E+000                  2.2163061800755237E+001                 -8.5228787452803374E+000                                      694                  0.0000000000000000E+000                  9.9999994484393984E-001                  9.9999691819369185E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999994484393984E-001                  9.9999691819369185E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024249E+033                  2.7848800000024249E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012172E+000                  1.3999999999999999E+000                  2.6656547648256312E+000                  2.3246968536991890E+000                  4.9886565916736219E+000                  4.9916520924887999E+000                  7.1737007606712178E+000                  1.1576573627765389E+004                  4.0635800382561902E+000                 -4.7923526657617153E+000                  1.4268512096345637E+001                  1.8557184957907725E+014                  8.9061110666593901E+000                  6.5840876296727746E+000                  2.3235913881580423E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288508E+002                  3.4453477517847530E-003                  9.3458306909791986E-003                  2.0354806283830023E-013                  1.7402694770339581E-013                 -4.9080349280918254E+000                  2.6656547532353327E+000                  2.3246968536991890E+000                  1.2635249085966525E-010                                       44                                        8                  9.5487360000000008E+003 
                                     260                  3.1868045638823206E-004                  1.4000000000012205E+000                 -7.2466861967984419E+000                  2.2163144046656047E+001                 -8.5228787452803374E+000                                      701                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024277E+033                  2.7848800000024277E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012174E+000                  1.3999999999999999E+000                  2.4512457547261448E+000                  2.1661370661961166E+000                  4.4078212276975259E+000                  4.4150498080215419E+000                  7.1252743116766162E+000                  7.4069543419907295E+003                  3.8696396675782050E+000                 -4.7924699531115049E+000                  1.4268780888538867E+001                  1.8568673868217106E+014                  8.8644923898486141E+000                  6.5953227400676075E+000                  2.3236017379171631E+001                  2.4199201343186307E+000                  4.0594781261230029E-001                  1.3719367680288514E+002                  3.4453477517847756E-003                  9.3458306909792004E-003                  1.7428750409542062E-013                  1.6136260966365753E-013                 -4.9269636920833424E+000                  2.4512457365469400E+000                  2.1661370661961166E+000                  8.8228049585595493E-010                                       44                                        8                  9.7199950000000008E+003 
                                     270                  3.1924200646228976E-004                  1.4000000000012220E+000                 -7.6856755210619694E+000                  2.2163243995662953E+001                 -8.5228787452803374E+000                                      707                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024306E+033                  2.7848800000024306E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012174E+000                  1.3999999999999999E+000                  2.1794938090492271E+000                  1.9666024909937458E+000                  3.7788548346585218E+000                  3.7961235887496452E+000                  7.0656126047146763E+000                  4.2734206265482417E+003                  3.6307756418923876E+000                 -4.7925785520305331E+000                  1.4269029782152332E+001                  1.8579318601469541E+014                  8.8147937855004859E+000                  6.6064314814378839E+000                  2.3236138148163469E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  3.4453477517847834E-003                  9.3458306909792004E-003                  1.5515325519719556E-013                  1.5274237458532707E-013                 -4.8021786414135263E+000                  2.1794937637478000E+000                  1.9666024909937458E+000                 -1.0218633527851707E-009                                       46                                        8                  9.9106070000000000E+003 
                                     280                  3.1970075766066204E-004                  1.4000000000012234E+000                 -7.1266254160697260E+000                  2.2163325630666233E+001                 -8.5228787452803374E+000                                      711                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024335E+033                  2.7848800000024335E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012174E+000                  1.3999999999999999E+000                  1.8412937798812796E+000                  1.7488585788061772E+000                  3.2464946022141952E+000                  3.2763376734454122E+000                  7.0052107704218720E+000                  2.4490691750134097E+003                  3.3890010521326053E+000                 -4.7926621783248162E+000                  1.4269221450540671E+001                  1.8587520073339075E+014                  8.7763308674699445E+000                  6.6135742715478090E+000                  2.3236227162494501E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  3.4453477517847812E-003                  9.3458306909791952E-003                  1.4799975793115827E-013                  1.4911584681746223E-013                 -4.5835108515808507E+000                  1.8412936165836948E+000                  1.7488585788061772E+000                  3.7993587142666047E-010                                       48                                        8                  1.0105889999999999E+004 
                                     290                  3.2024726676453127E-004                  1.4000000000012252E+000                 -7.0044960859706089E+000                  2.2163422862207526E+001                 -8.5228787452803374E+000                                      716                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024370E+033                  2.7848800000024370E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012174E+000                  1.3999999999999999E+000                  1.4369591400125370E+000                  1.4057646303373357E+000                  2.6594464365499246E+000                  2.7069826819888947E+000                  6.9270870577191861E+000                  1.1921735429874464E+003                  3.0763394796289605E+000                 -4.7927455391712659E+000                  1.4269412517945185E+001                  1.8595699432534075E+014                  8.7311586799179874E+000                  6.6206120693826183E+000                  2.3236335062645654E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288508E+002                  3.4453477517847803E-003                  9.3458306909791917E-003                  1.4589256124044418E-013                  1.4732504992995567E-013                 -4.3592078225660140E+000                  1.4369584455997717E+000                  1.4057646303373357E+000                  3.4552338556542856E-010                                       50                                        8                  1.0393530000000001E+004 
                                     300                  3.2165973230370803E-004                  1.4000000000012292E+000                 -6.7274339932086127E+000                  2.2163674058607484E+001                 -8.5228787452803374E+000                                      718                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024450E+033                  2.7848800000024450E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012174E+000                  1.3999999999999999E+000                  1.2145141118427416E+000                  6.9573851255465258E-001                  2.1540589039361753E+000                  2.2146599850416275E+000                  6.8111440005659585E+000                  4.0962676720359730E+002                  2.6123883280190316E+000                 -4.7928350006697737E+000                  1.4269617576598998E+001                  1.8604481744133578E+014                  8.6376450970783001E+000                  6.6315473213093172E+000                  2.3236603133437224E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  3.4453477517847812E-003                  9.3458306909791952E-003                  1.4780574299510381E-013                  1.4698333329151841E-013                 -4.5662959114829054E+000                  1.2145133924357607E+000                  6.9573851255465258E-001                  1.0626627580302429E-011                                       50                                        8                  1.0552919000000000E+004 
                                     310                  3.2475711091157697E-004                  1.4000000000012385E+000                 -6.4312256899646956E+000                  2.2164224396041725E+001                 -8.5228787452803374E+000                                      714                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000024635E+033                  2.7848800000024635E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012172E+000                  1.3999999999999999E+000                  1.1582242868266954E+000                 -1.1776124152042622E-001                  1.9175617661819757E+000                  1.9906435072092477E+000                  6.7156067800555101E+000                  1.6987854708500757E+002                  2.2301385379575502E+000                 -4.7928854546796185E+000                  1.4269733228226654E+001                  1.8609436734810894E+014                  8.5279723589647034E+000                  6.6400687703519088E+000                  2.3237160552892842E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  3.4453477517847821E-003                  9.3458306909791952E-003                  1.5381963530116621E-013                  1.4928618583816465E-013                 -4.9989979848322630E+000                  1.1582239844403397E+000                 -1.1776124152042622E-001                  2.9137933765772910E-012                                       50                                        8                  1.0726188000000000E+004 
                                     320                  3.3317762160629442E-004                  1.4000000000012640E+000                 -5.8277684992036214E+000                  2.2165717023837029E+001                 -8.5228787452803374E+000                                      717                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000025142E+033                  2.7848800000025142E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012196E+000                  1.4000000000006048E+000                  1.1701329881083020E+000                 -1.3525379744685522E+000                  1.4501903313532778E+000                  1.6338339739420911E+000                  6.6105052853144874E+000                  6.4514729274895473E+001                  1.8096588791705619E+000                 -4.7929222945910679E+000                  1.4269817675077052E+001                  1.8613055618269325E+014                  8.4120593076943706E+000                  6.6463886703923736E+000                  2.3238660264574751E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  3.4453477517847786E-003                  9.3458306909791899E-003                  1.7029249970769904E-013                  1.5733845501595927E-013                 -5.2446305261958059E+000                  1.1701328209912061E+000                 -1.3525379744685522E+000                 -4.6974043287775447E-014                                       50                                        8                  1.0901846000000000E+004 
                                     330                  3.6561130774890834E-004                  1.4000000000013610E+000                 -5.0017755748429336E+000                  2.2171418788670110E+001                 -8.5228787452803374E+000                                      734                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000027073E+033                  2.7848800000027073E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012207E+000                  1.4000000000006654E+000                  1.2467053398839361E+000                 -2.7983870969974389E+000                  5.4012727779616621E-001                  1.3246605112966379E+000                  6.5175641077091599E+000                  2.7407592161826514E+001                  1.4378708831584288E+000                 -4.7929339373864792E+000                  1.4269844363753892E+001                  1.8614199480581728E+014                  8.3319333188881295E+000                  6.6525040851900563E+000                  2.3244357493814253E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288511E+002                  3.4453477517847790E-003                  9.3458306909791899E-003                  2.3291969755745052E-013                  1.9001425353215696E-013                 -5.2601711482445710E+000                  1.2467052047053528E+000                 -2.7983870969974389E+000                  1.3333175067207782E-012                                       50                                        8                  1.1079249000000000E+004 
                                     340                  3.9416089456860090E-004                  1.4000000000014468E+000                 -5.2433701769809851E+000                  2.2176376529577038E+001                 -8.5228787452803374E+000                                      743                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000028780E+033                  2.7848800000028780E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012178E+000                  1.4000000000006858E+000                  1.3096151460215988E+000                 -2.5639527805737790E+000                  4.2037611214926895E-001                  1.3623801199968941E+000                  6.5213655545458691E+000                  2.8385972012304968E+001                  1.4531037702314231E+000                 -4.7929203875233997E+000                  1.4269813303536580E+001                  1.8612868263099425E+014                  8.3268441079851314E+000                  6.6559343818286507E+000                  2.3249317375636085E+001                  2.4199201343186307E+000                  4.0594781261230034E-001                  1.3719367680288508E+002                  3.4453477517847821E-003                  9.3458306909791969E-003                  2.8694637380595866E-013                  2.1984027856450547E-013                 -5.0502645881401520E+000                  1.3096149563926349E+000                 -2.5639527805737790E+000                  7.9382253968196697E-014                                       53                                        8                  1.1304520000000000E+004 
                                     350                  4.3892670307027959E-004                  1.4000000000015811E+000                 -5.2347679035758707E+000                  2.2184038094838147E+001                 -8.5228787452803374E+000                                      746                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7848799999999997E+033                  2.7848799999999997E+033                  2.7848800000031449E+033                  2.7848800000031449E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000012272E+000                  1.4000000000007253E+000                  1.4063799213130725E+000                 -1.9054124862497679E+000                  3.4106763968311310E-001                  1.4424197442993494E+000                  6.5368176305593693E+000                  3.2730585473432491E+001                  1.5149537738874999E+000                 -4.7928995377223620E+000                  1.4269765510126012E+001                  1.8610820059528819E+014                  8.3331614535563201E+000                  6.6608908935712607E+000                  2.3256972909400073E+001                  2.4199201343186307E+000                  4.0594781261230029E-001                  1.3719367680288514E+002                  3.4453477517847790E-003                  9.3458306909791917E-003                  3.6955477787305061E-013                  2.6858226566618636E-013                 -4.7977692232173865E+000                  1.4063796498971621E+000                 -1.9054124862497679E+000                  4.1010648421176261E-014                                       57                                        9                  1.1661116000000000E+004 
